phase,experiment_type,experiment_name,field_type,start_position,planning_depth,num_iterations,timeout,ucb1_c,parallel,discount_factor,entropy_reduction,final_mse,coverage_end,avg_planning_time_per_step
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep0,Gaussian,corner,3,10,2.0,1.4,4,1.0,144661.13627319454,0.0246125,1.0,0.09106259107589722
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep1,Gaussian,corner,3,10,2.0,1.4,4,1.0,140213.23921838473,0.03006875,0.99609375,0.06937816619873047
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep2,Gaussian,corner,3,10,2.0,1.4,4,1.0,126790.85236019673,0.05498125,0.921875,0.06981159448623657
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep3,Gaussian,corner,3,10,2.0,1.4,4,1.0,139847.50463712538,0.02873125,0.99609375,0.07413364887237549
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep4,Gaussian,corner,3,10,2.0,1.4,4,1.0,137629.10188107294,0.02905625,0.9921875,0.07432438135147094
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep5,Gaussian,corner,3,10,2.0,1.4,4,1.0,139835.69705920204,0.032775,1.0,0.06937043190002441
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep6,Gaussian,corner,3,10,2.0,1.4,4,1.0,141312.50469360405,0.03139375,1.0,0.08405394077301026
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep7,Gaussian,corner,3,10,2.0,1.4,4,1.0,143135.75702700028,0.02715625,1.0,0.07113060235977173
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep8,Gaussian,corner,3,10,2.0,1.4,4,1.0,136917.950832594,0.03476875,0.98828125,0.07456020832061767
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep9,Gaussian,corner,3,10,2.0,1.4,4,1.0,142715.11463248674,0.02816875,1.0,0.07905128955841065
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep10,Gaussian,corner,3,10,2.0,1.4,4,1.0,127957.8780390581,0.0343,0.9453125,0.07309611797332764
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep11,Gaussian,corner,3,10,2.0,1.4,4,1.0,135364.69082061714,0.03839375,1.0,0.07736531972885131
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep12,Gaussian,corner,3,10,2.0,1.4,4,1.0,135498.45751533713,0.04015,0.99609375,0.07365474939346313
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep13,Gaussian,corner,3,10,2.0,1.4,4,1.0,135223.5570053601,0.0417125,1.0,0.08099053382873535
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep14,Gaussian,corner,3,10,2.0,1.4,4,1.0,142708.38142802072,0.02649375,1.0,0.07059856414794922
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep15,Gaussian,corner,3,10,2.0,1.4,4,1.0,142323.27602764478,0.0247375,1.0,0.06949198484420777
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep16,Gaussian,corner,3,10,2.0,1.4,4,1.0,133908.47932003127,0.03268125,0.95703125,0.07718422412872314
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep17,Gaussian,corner,3,10,2.0,1.4,4,1.0,129605.38974883872,0.0481625,0.9296875,0.07561034679412842
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep18,Gaussian,corner,3,10,2.0,1.4,4,1.0,141996.99675080922,0.02928125,1.0,0.0794164776802063
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_corner_rep19,Gaussian,corner,3,10,2.0,1.4,4,1.0,128482.93664910135,0.03425625,0.9375,0.07838863134384155
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep0,Gaussian,edge,3,10,2.0,1.4,4,1.0,136832.51198151265,0.0326,0.99609375,0.07279097318649291
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep1,Gaussian,edge,3,10,2.0,1.4,4,1.0,143482.6466399419,0.02310625,1.0,0.06779438734054566
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep2,Gaussian,edge,3,10,2.0,1.4,4,1.0,141314.02932682936,0.02654375,0.98828125,0.07052898406982422
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep3,Gaussian,edge,3,10,2.0,1.4,4,1.0,141878.5549161661,0.0238625,0.9921875,0.06677947521209716
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep4,Gaussian,edge,3,10,2.0,1.4,4,1.0,143863.1532991428,0.02296875,1.0,0.07182151794433594
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep5,Gaussian,edge,3,10,2.0,1.4,4,1.0,136030.80615246005,0.0332875,0.98828125,0.07809143543243408
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep6,Gaussian,edge,3,10,2.0,1.4,4,1.0,141331.28446882864,0.025825,0.9921875,0.06753292798995972
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep7,Gaussian,edge,3,10,2.0,1.4,4,1.0,138545.52886059234,0.03120625,1.0,0.08085939168930054
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep8,Gaussian,edge,3,10,2.0,1.4,4,1.0,140864.1968852201,0.03050625,1.0,0.07459258317947387
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep9,Gaussian,edge,3,10,2.0,1.4,4,1.0,139255.64449220753,0.0232875,0.9765625,0.06726498126983643
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep10,Gaussian,edge,3,10,2.0,1.4,4,1.0,131925.0378088344,0.03658125,0.9453125,0.07378241539001465
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep11,Gaussian,edge,3,10,2.0,1.4,4,1.0,140787.8261035345,0.02973125,1.0,0.07529971837997436
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep12,Gaussian,edge,3,10,2.0,1.4,4,1.0,132621.63736033067,0.0333125,0.953125,0.07610902070999145
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep13,Gaussian,edge,3,10,2.0,1.4,4,1.0,143468.8477207267,0.0223,0.99609375,0.07586447954177857
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep14,Gaussian,edge,3,10,2.0,1.4,4,1.0,141713.86329919935,0.0256125,1.0,0.0719655418395996
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep15,Gaussian,edge,3,10,2.0,1.4,4,1.0,137084.7549990154,0.03020625,0.9921875,0.07667439222335816
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep16,Gaussian,edge,3,10,2.0,1.4,4,1.0,140373.88059029,0.0301375,1.0,0.07346429109573364
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep17,Gaussian,edge,3,10,2.0,1.4,4,1.0,140916.79827269432,0.023275,0.98828125,0.06926363229751586
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep18,Gaussian,edge,3,10,2.0,1.4,4,1.0,135582.68270242997,0.0359875,0.984375,0.0757578206062317
phase_1_computational_budget,ultra_fast,ultra_fast_Gaussian_edge_rep19,Gaussian,edge,3,10,2.0,1.4,4,1.0,141694.7558179531,0.02436875,0.99609375,0.07128463983535767
phase_1_computational_budget,fast,fast_Gaussian_corner_rep0,Gaussian,corner,3,25,5.0,1.4,4,1.0,135810.94130146044,0.0374125,0.984375,0.15362836837768554
phase_1_computational_budget,fast,fast_Gaussian_corner_rep1,Gaussian,corner,3,25,5.0,1.4,4,1.0,142027.33505148563,0.0288875,1.0,0.13827409505844115
phase_1_computational_budget,fast,fast_Gaussian_corner_rep2,Gaussian,corner,3,25,5.0,1.4,4,1.0,141310.00023686915,0.025925,1.0,0.13473961591720582
phase_1_computational_budget,fast,fast_Gaussian_corner_rep3,Gaussian,corner,3,25,5.0,1.4,4,1.0,144202.07697022718,0.02516875,1.0,0.12506604194641113
phase_1_computational_budget,fast,fast_Gaussian_corner_rep4,Gaussian,corner,3,25,5.0,1.4,4,1.0,142473.2888239526,0.024875,1.0,0.13271494150161744
phase_1_computational_budget,fast,fast_Gaussian_corner_rep5,Gaussian,corner,3,25,5.0,1.4,4,1.0,144043.04830171049,0.02541875,1.0,0.14316067934036256
phase_1_computational_budget,fast,fast_Gaussian_corner_rep6,Gaussian,corner,3,25,5.0,1.4,4,1.0,140644.01559014214,0.027,1.0,0.15474313974380494
phase_1_computational_budget,fast,fast_Gaussian_corner_rep7,Gaussian,corner,3,25,5.0,1.4,4,1.0,131349.89504063257,0.03741875,0.96484375,0.1376741862297058
phase_1_computational_budget,fast,fast_Gaussian_corner_rep8,Gaussian,corner,3,25,5.0,1.4,4,1.0,133421.9658850406,0.024925,0.94921875,0.13099364280700684
phase_1_computational_budget,fast,fast_Gaussian_corner_rep9,Gaussian,corner,3,25,5.0,1.4,4,1.0,141767.32930012397,0.02475,1.0,0.1383039951324463
phase_1_computational_budget,fast,fast_Gaussian_corner_rep10,Gaussian,corner,3,25,5.0,1.4,4,1.0,130899.05175284068,0.033925,0.953125,0.14489978551864624
phase_1_computational_budget,fast,fast_Gaussian_corner_rep11,Gaussian,corner,3,25,5.0,1.4,4,1.0,127703.26756616558,0.05229375,0.96875,0.12613176822662353
phase_1_computational_budget,fast,fast_Gaussian_corner_rep12,Gaussian,corner,3,25,5.0,1.4,4,1.0,137888.39165455638,0.0343625,1.0,0.1376393699645996
phase_1_computational_budget,fast,fast_Gaussian_corner_rep13,Gaussian,corner,3,25,5.0,1.4,4,1.0,136687.4511740828,0.0361875,1.0,0.13320571184158325
phase_1_computational_budget,fast,fast_Gaussian_corner_rep14,Gaussian,corner,3,25,5.0,1.4,4,1.0,145311.01333069493,0.02343125,1.0,0.1376566195487976
phase_1_computational_budget,fast,fast_Gaussian_corner_rep15,Gaussian,corner,3,25,5.0,1.4,4,1.0,135069.55352023445,0.03561875,0.9765625,0.13324815511703492
phase_1_computational_budget,fast,fast_Gaussian_corner_rep16,Gaussian,corner,3,25,5.0,1.4,4,1.0,128907.34195974524,0.03670625,0.9375,0.13856145858764649
phase_1_computational_budget,fast,fast_Gaussian_corner_rep17,Gaussian,corner,3,25,5.0,1.4,4,1.0,142717.61472298356,0.02750625,1.0,0.14130863189697265
phase_1_computational_budget,fast,fast_Gaussian_corner_rep18,Gaussian,corner,3,25,5.0,1.4,4,1.0,144702.5955146738,0.02166875,1.0,0.12927963256835937
phase_1_computational_budget,fast,fast_Gaussian_corner_rep19,Gaussian,corner,3,25,5.0,1.4,4,1.0,143493.7779751315,0.02900625,0.99609375,0.13195745944976806
phase_1_computational_budget,fast,fast_Gaussian_edge_rep0,Gaussian,edge,3,25,5.0,1.4,4,1.0,142754.04869901578,0.02549375,1.0,0.15979194402694702
phase_1_computational_budget,fast,fast_Gaussian_edge_rep1,Gaussian,edge,3,25,5.0,1.4,4,1.0,142621.16394544375,0.02618125,1.0,0.1332215666770935
phase_1_computational_budget,fast,fast_Gaussian_edge_rep2,Gaussian,edge,3,25,5.0,1.4,4,1.0,139635.22034594684,0.0306125,1.0,0.13683546781539918
phase_1_computational_budget,fast,fast_Gaussian_edge_rep3,Gaussian,edge,3,25,5.0,1.4,4,1.0,142840.75508933107,0.02519375,1.0,0.14104002475738525
phase_1_computational_budget,fast,fast_Gaussian_edge_rep4,Gaussian,edge,3,25,5.0,1.4,4,1.0,134020.42617881089,0.0293125,0.96484375,0.1269556164741516
phase_1_computational_budget,fast,fast_Gaussian_edge_rep5,Gaussian,edge,3,25,5.0,1.4,4,1.0,139146.04579982103,0.0325,1.0,0.13117573261260987
phase_1_computational_budget,fast,fast_Gaussian_edge_rep6,Gaussian,edge,3,25,5.0,1.4,4,1.0,135283.01100148822,0.032075,0.9765625,0.14172962665557862
phase_1_computational_budget,fast,fast_Gaussian_edge_rep7,Gaussian,edge,3,25,5.0,1.4,4,1.0,145741.32497256258,0.0197375,1.0,0.15442756652832032
phase_1_computational_budget,fast,fast_Gaussian_edge_rep8,Gaussian,edge,3,25,5.0,1.4,4,1.0,140852.4883810659,0.02991875,1.0,0.13189489364624024
phase_1_computational_budget,fast,fast_Gaussian_edge_rep9,Gaussian,edge,3,25,5.0,1.4,4,1.0,143607.79008738848,0.02311875,1.0,0.1369076633453369
phase_1_computational_budget,fast,fast_Gaussian_edge_rep10,Gaussian,edge,3,25,5.0,1.4,4,1.0,144442.90988012592,0.02270625,1.0,0.14748995780944824
phase_1_computational_budget,fast,fast_Gaussian_edge_rep11,Gaussian,edge,3,25,5.0,1.4,4,1.0,136161.7559392593,0.032025,0.98828125,0.13713474273681642
phase_1_computational_budget,fast,fast_Gaussian_edge_rep12,Gaussian,edge,3,25,5.0,1.4,4,1.0,132699.23922681765,0.041,0.99609375,0.14505369901657106
phase_1_computational_budget,fast,fast_Gaussian_edge_rep13,Gaussian,edge,3,25,5.0,1.4,4,1.0,132068.39660254988,0.0441,0.984375,0.13679396152496337
phase_1_computational_budget,fast,fast_Gaussian_edge_rep14,Gaussian,edge,3,25,5.0,1.4,4,1.0,140552.3846964606,0.02878125,1.0,0.15509474754333497
phase_1_computational_budget,fast,fast_Gaussian_edge_rep15,Gaussian,edge,3,25,5.0,1.4,4,1.0,139649.9134701908,0.0223375,0.98046875,0.12841774225234986
phase_1_computational_budget,fast,fast_Gaussian_edge_rep16,Gaussian,edge,3,25,5.0,1.4,4,1.0,138299.79525710444,0.0345,1.0,0.13579474210739137
phase_1_computational_budget,fast,fast_Gaussian_edge_rep17,Gaussian,edge,3,25,5.0,1.4,4,1.0,143634.17737720875,0.02198125,0.99609375,0.1495285439491272
phase_1_computational_budget,fast,fast_Gaussian_edge_rep18,Gaussian,edge,3,25,5.0,1.4,4,1.0,135712.45086656822,0.0347,0.984375,0.13211410522460937
phase_1_computational_budget,fast,fast_Gaussian_edge_rep19,Gaussian,edge,3,25,5.0,1.4,4,1.0,139870.85200689547,0.0258625,0.99609375,0.13829477310180663
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep0,Gaussian,corner,5,50,10.0,1.4,8,1.0,129803.93019851013,0.038925,0.96875,0.38957771778106687
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep1,Gaussian,corner,5,50,10.0,1.4,8,1.0,145234.054192273,0.0218375,1.0,0.41714681386947633
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep2,Gaussian,corner,5,50,10.0,1.4,8,1.0,141048.43029766262,0.0261125,0.984375,0.4255913996696472
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep3,Gaussian,corner,5,50,10.0,1.4,8,1.0,139763.7789196366,0.032775,1.0,0.43205770015716555
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep4,Gaussian,corner,5,50,10.0,1.4,8,1.0,143291.58619143374,0.02563125,1.0,0.4181501770019531
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep5,Gaussian,corner,5,50,10.0,1.4,8,1.0,141624.75089248765,0.02993125,1.0,0.4261491012573242
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep6,Gaussian,corner,5,50,10.0,1.4,8,1.0,135127.65247406106,0.04003125,0.9921875,0.40407777547836304
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep7,Gaussian,corner,5,50,10.0,1.4,8,1.0,133192.07629404828,0.04008125,0.98828125,0.4243135476112366
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep8,Gaussian,corner,5,50,10.0,1.4,8,1.0,146578.5647900536,0.0204125,1.0,0.412075400352478
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep9,Gaussian,corner,5,50,10.0,1.4,8,1.0,128795.61008796157,0.04920625,0.96484375,0.4163757538795471
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep10,Gaussian,corner,5,50,10.0,1.4,8,1.0,118075.01388516824,0.05066875,0.921875,0.40627947092056277
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep11,Gaussian,corner,5,50,10.0,1.4,8,1.0,125311.56523561454,0.06871875,0.91015625,0.40311599016189575
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep12,Gaussian,corner,5,50,10.0,1.4,8,1.0,135139.1851240629,0.04061875,0.984375,0.40956113815307615
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep13,Gaussian,corner,5,50,10.0,1.4,8,1.0,138431.91032073612,0.0333875,0.98828125,0.41994829654693605
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep14,Gaussian,corner,5,50,10.0,1.4,8,1.0,118030.98661858306,0.06623125,0.95703125,0.397847375869751
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep15,Gaussian,corner,5,50,10.0,1.4,8,1.0,139775.0191839754,0.0278375,0.98046875,0.39299883604049685
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep16,Gaussian,corner,5,50,10.0,1.4,8,1.0,139885.97799984523,0.0346375,1.0,0.41415019750595095
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep17,Gaussian,corner,5,50,10.0,1.4,8,1.0,139436.75828232808,0.03259375,0.99609375,0.39803921461105346
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep18,Gaussian,corner,5,50,10.0,1.4,8,1.0,133955.0305005361,0.035775,0.96875,0.3917915391921997
phase_1_computational_budget,balanced,balanced_Gaussian_corner_rep19,Gaussian,corner,5,50,10.0,1.4,8,1.0,144832.2822165346,0.02108125,1.0,0.39757434129714964
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep0,Gaussian,edge,5,50,10.0,1.4,8,1.0,139306.74124223102,0.03123125,1.0,0.40912603855133056
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep1,Gaussian,edge,5,50,10.0,1.4,8,1.0,136683.69083243643,0.0296,0.97265625,0.4114384651184082
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep2,Gaussian,edge,5,50,10.0,1.4,8,1.0,138589.18344865539,0.03198125,0.96484375,0.3865989899635315
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep3,Gaussian,edge,5,50,10.0,1.4,8,1.0,134836.27442738472,0.02969375,0.98046875,0.41607897520065307
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep4,Gaussian,edge,5,50,10.0,1.4,8,1.0,134116.11939442868,0.035225,0.98046875,0.4152305769920349
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep5,Gaussian,edge,5,50,10.0,1.4,8,1.0,135910.59462960367,0.03643125,1.0,0.4112303400039673
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep6,Gaussian,edge,5,50,10.0,1.4,8,1.0,138232.72079784842,0.0295625,0.984375,0.3806498646736145
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep7,Gaussian,edge,5,50,10.0,1.4,8,1.0,134065.30602094988,0.040725,0.9921875,0.42861602544784544
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep8,Gaussian,edge,5,50,10.0,1.4,8,1.0,141177.39548655628,0.025375,0.9921875,0.39932963371276853
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep9,Gaussian,edge,5,50,10.0,1.4,8,1.0,139264.19338260783,0.02951875,1.0,0.4047819042205811
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep10,Gaussian,edge,5,50,10.0,1.4,8,1.0,129566.71605661743,0.04166875,0.96484375,0.40734787702560427
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep11,Gaussian,edge,5,50,10.0,1.4,8,1.0,133989.0624271127,0.03381875,0.97265625,0.37662100315093994
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep12,Gaussian,edge,5,50,10.0,1.4,8,1.0,132871.55786539128,0.04466875,1.0,0.40087165832519533
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep13,Gaussian,edge,5,50,10.0,1.4,8,1.0,135173.17890807503,0.038875,0.99609375,0.4147933554649353
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep14,Gaussian,edge,5,50,10.0,1.4,8,1.0,128422.32959516795,0.0481625,0.96484375,0.41124605417251586
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep15,Gaussian,edge,5,50,10.0,1.4,8,1.0,142309.0908973956,0.02685625,1.0,0.4213104319572449
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep16,Gaussian,edge,5,50,10.0,1.4,8,1.0,141380.71797512454,0.02733125,1.0,0.40281889915466307
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep17,Gaussian,edge,5,50,10.0,1.4,8,1.0,127827.39182629599,0.0643875,0.953125,0.3866835308074951
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep18,Gaussian,edge,5,50,10.0,1.4,8,1.0,141379.92735571184,0.02626875,1.0,0.40352272272109985
phase_1_computational_budget,balanced,balanced_Gaussian_edge_rep19,Gaussian,edge,5,50,10.0,1.4,8,1.0,137892.5066522279,0.0344375,1.0,0.3973094654083252
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep0,Gaussian,corner,8,100,20.0,1.4,8,1.0,130549.34493796162,0.04805625,1.0,1.1927099776268006
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep1,Gaussian,corner,8,100,20.0,1.4,8,1.0,128153.02176463124,0.04586875,0.96484375,1.2082435727119445
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep2,Gaussian,corner,8,100,20.0,1.4,8,1.0,131253.4392238393,0.0413,0.95703125,1.1912390446662904
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep3,Gaussian,corner,8,100,20.0,1.4,8,1.0,136429.8816401896,0.040975,0.98046875,1.1254691624641417
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep4,Gaussian,corner,8,100,20.0,1.4,8,1.0,128132.28767238691,0.0512125,0.9609375,1.1517467021942138
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep5,Gaussian,corner,8,100,20.0,1.4,8,1.0,132520.97684349178,0.04265,0.9921875,1.2201582860946656
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep6,Gaussian,corner,8,100,20.0,1.4,8,1.0,116017.05076832618,0.0667875,0.92578125,1.1535556650161742
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep7,Gaussian,corner,8,100,20.0,1.4,8,1.0,141991.16549724893,0.02705625,1.0,1.142520248889923
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep8,Gaussian,corner,8,100,20.0,1.4,8,1.0,136991.04953342897,0.04251875,0.98828125,1.1425929689407348
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep9,Gaussian,corner,8,100,20.0,1.4,8,1.0,143709.57062428514,0.0260875,1.0,1.1115047860145568
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep10,Gaussian,corner,8,100,20.0,1.4,8,1.0,127633.84778557095,0.0389125,0.953125,1.182596127986908
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep11,Gaussian,corner,8,100,20.0,1.4,8,1.0,111255.76678650628,0.04170625,0.81640625,1.2130779528617859
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep12,Gaussian,corner,8,100,20.0,1.4,8,1.0,127510.02815681142,0.03819375,0.9375,1.1350617170333863
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep13,Gaussian,corner,8,100,20.0,1.4,8,1.0,114460.770963563,0.064975,0.90625,1.2249375939369203
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep14,Gaussian,corner,8,100,20.0,1.4,8,1.0,135537.9570576458,0.0385125,0.98828125,1.2598425602912904
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep15,Gaussian,corner,8,100,20.0,1.4,8,1.0,131516.94200492196,0.03054375,0.95703125,1.2696757531166076
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep16,Gaussian,corner,8,100,20.0,1.4,8,1.0,130085.7399110427,0.044575,0.9765625,1.116396119594574
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep17,Gaussian,corner,8,100,20.0,1.4,8,1.0,124975.14774641668,0.07020625,1.0,1.189316463470459
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep18,Gaussian,corner,8,100,20.0,1.4,8,1.0,132128.60368004633,0.0388625,0.96875,1.1938139867782593
phase_1_computational_budget,thorough,thorough_Gaussian_corner_rep19,Gaussian,corner,8,100,20.0,1.4,8,1.0,125725.45284317383,0.04836875,0.94140625,1.1537172985076904
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep0,Gaussian,edge,8,100,20.0,1.4,8,1.0,131514.51084312523,0.0396875,0.97265625,1.1549762296676636
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep1,Gaussian,edge,8,100,20.0,1.4,8,1.0,139254.25335218766,0.031425,1.0,1.1639073777198792
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep2,Gaussian,edge,8,100,20.0,1.4,8,1.0,126678.21377917762,0.03896875,0.9453125,1.1222639203071594
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep3,Gaussian,edge,8,100,20.0,1.4,8,1.0,130174.40384849142,0.0351,0.9609375,1.1457663989067077
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep4,Gaussian,edge,8,100,20.0,1.4,8,1.0,132371.2623813329,0.04,0.99609375,1.1505538153648376
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep5,Gaussian,edge,8,100,20.0,1.4,8,1.0,135078.8961621381,0.03329375,0.98828125,1.1159145307540894
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep6,Gaussian,edge,8,100,20.0,1.4,8,1.0,138973.53361096245,0.029925,1.0,1.0734274220466613
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep7,Gaussian,edge,8,100,20.0,1.4,8,1.0,135183.28379539918,0.0347625,0.98828125,1.1270935082435607
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep8,Gaussian,edge,8,100,20.0,1.4,8,1.0,135698.72496579593,0.03398125,0.9921875,1.1111575436592103
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep9,Gaussian,edge,8,100,20.0,1.4,8,1.0,125943.76651369047,0.040875,0.9453125,1.0416799807548522
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep10,Gaussian,edge,8,100,20.0,1.4,8,1.0,137506.08397354212,0.0301625,0.9921875,1.1111782670021058
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep11,Gaussian,edge,8,100,20.0,1.4,8,1.0,138767.2313667755,0.03115,1.0,1.195225372314453
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep12,Gaussian,edge,8,100,20.0,1.4,8,1.0,135757.0352406965,0.03798125,1.0,1.20324449300766
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep13,Gaussian,edge,8,100,20.0,1.4,8,1.0,132967.35831996455,0.03575,0.99609375,1.1042424416542054
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep14,Gaussian,edge,8,100,20.0,1.4,8,1.0,128689.26173670721,0.0476375,0.9921875,1.2040046572685241
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep15,Gaussian,edge,8,100,20.0,1.4,8,1.0,132240.17327190528,0.04170625,1.0,1.182484312057495
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep16,Gaussian,edge,8,100,20.0,1.4,8,1.0,138706.6107214926,0.02900625,0.9921875,1.110457215309143
phase_1_computational_budget,thorough,thorough_Gaussian_edge_rep17,Gaussian,edge,8,100,20.0,1.4,8,1.0,134530.70673299642,0.040875,0.9609375,1.1877300572395324
