timestamp,phase,experiment,strategy,field_type,start_position,rep,total_ig,entropy_reduction,coverage_pct,avg_planning_time,total_time,status,source
2025-08-24T20:31:54.362342,phase_1_computational_budget,balanced,mcts,Gaussian,corner,18,3861853.6838875767,133955.0305005361,96.875,0.3917915391921997,39.28081822395325,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:32:35.180124,phase_1_computational_budget,balanced,mcts,Gaussian,corner,19,3980448.78921237,144832.2822165346,100.0,0.3975743412971496,39.86011624336243,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:33:17.142820,phase_1_computational_budget,balanced,mcts,Gaussian,edge,0,3906109.50365316,139306.74124223102,100.0,0.4091260385513305,41.0129189491272,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:33:59.377533,phase_1_computational_budget,balanced,mcts,Gaussian,edge,1,3892467.175435401,136683.69083243643,97.265625,0.4114384651184082,41.23747277259827,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:34:39.078420,phase_1_computational_budget,balanced,mcts,Gaussian,edge,2,3917284.226336207,138589.1834486554,96.484375,0.3865989899635315,38.75134253501892,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:35:21.741116,phase_1_computational_budget,balanced,mcts,Gaussian,edge,3,3865201.8417854663,134836.27442738472,98.046875,0.416078975200653,41.706504583358765,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:36:04.315885,phase_1_computational_budget,balanced,mcts,Gaussian,edge,4,3676386.9354402623,134116.11939442868,98.046875,0.4152305769920349,41.61905527114868,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:36:46.558953,phase_1_computational_budget,balanced,mcts,Gaussian,edge,5,3742552.563487721,135910.59462960367,100.0,0.4112303400039673,41.21924686431885,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:37:25.686540,phase_1_computational_budget,balanced,mcts,Gaussian,edge,6,3984839.6946207993,138232.72079784842,98.4375,0.3806498646736145,38.16149640083313,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
2025-08-24T20:38:09.595962,phase_1_computational_budget,balanced,mcts,Gaussian,edge,7,3906591.760072039,134065.30602094988,99.21875,0.4286160254478454,42.95483756065369,completed,/home/bota/Desktop/active_sensing_extended_planner/results/mcts_experiments/20250824_7
